formula_pretty,material_id,total,e_ij_max,track_id,index,crystal_system,point_group,crystal
LiAlTe2,mp-4586,"[[0.0, 0.0, 0.0, -0.034, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.034, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.06]]",0.060217065869708,2052,0,Monoclinic,m,Monoclinic m
Rb3SbSe3,mp-17912,"[[0.0, 0.0, 0.0, 0.048, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.048, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.048]]",0.04754,2053,0,Monoclinic,m,Monoclinic m
CdSeO4,mp-772052,"[[0.849, -0.873, 0.795, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.287], [0.0, 0.0, 0.0, 0.0, -0.118, 0.0]]",1.45478216259342,2054,0,Monoclinic,2,Monoclinic 2
Li2TiCoO4,mp-761572,"[[0.0, 0.0, 0.0, 0.0, 0.108, 0.0], [0.0, 0.0, 0.0, -0.108, 0.0, 0.0], [0.927, -0.927, 0.0, 0.0, 0.0, 0.0]]",1.31094768804861,2055,0,Monoclinic,2,Monoclinic 2
Mo3H24C8S13N2,mp-40157,"[[-0.043, 0.043, 0.0, 0.0, 0.094, 0.0], [0.0, 0.0, 0.0, 0.094, 0.0, 0.043], [0.091, 0.091, -0.014, 0.0, 0.0, 0.0]]",0.128828694008751,2056,0,Trigonal,3,Trigonal 3
YBiO3,mp-768221,"[[0.0, 0.0, 0.0, 0.0, -2.324, 2.995], [2.995, -2.995, 0.0, -2.324, 0.0, 0.0], [-3.102, -3.102, -1.267, 0.0, 0.0, 0.0]]",4.83072729983833,2057,0,Orthorhombic,222,Orthorhombic 222
Li3P7,mp-28336,"[[0.0, 0.0, 0.0, 0.112, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.127, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.112]]",0.12726,2058,0,Cubic,-43m,Cubic -43m
LiMnO2,mp-25542,"[[0.246, -0.398, -0.302, 0.0, -0.427, 0.0], [0.0, 0.0, 0.0, -0.362, 0.0, -0.187], [-0.205, 0.174, 0.448, 0.0, 0.045, 0.0]]",0.82370079828649,2059,0,Orthorhombic,mm2,Orthorhombic mm2
Sm3NbS3O4,mp-16135,"[[-0.013, 0.226, 0.324, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.035], [0.0, 0.0, 0.0, 0.0, 0.093, 0.0]]",0.394714143906701,2060,0,Monoclinic,2,Monoclinic 2
Na2SiF6,mp-3775,"[[-0.075, 0.075, 0.0, -0.034, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.034, 0.075], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.111996960697395,2061,0,Tetragonal,-42m,Tetragonal -42m
TmSbPt,mp-16314,"[[0.0, 0.0, 0.0, 0.506, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.506, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.506]]",0.50614,2062,0,Orthorhombic,mm2,Orthorhombic mm2
CdI2,mp-28248,"[[0.0, 0.0, 0.0, 0.0, 0.008, 0.0], [0.0, 0.0, 0.0, 0.008, 0.0, 0.0], [0.002, 0.002, 0.005, 0.0, 0.0, 0.0]]",0.008485001820717,2063,0,Tetragonal,-42m,Tetragonal -42m
Li4V(TeO4)3,mp-755674,"[[0.0, 0.0, 0.0, 1.383, 0.0, 0.89], [-0.204, 1.632, 0.529, 0.0, 0.311, 0.0], [0.0, 0.0, 0.0, -3.029, 0.0, -1.427]]",3.72569380885487,2064,0,Orthorhombic,mm2,Orthorhombic mm2
CsSbClF3,mp-23576,"[[0.0, 0.0, 0.0, -0.385, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.385, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.002]]",0.38539,2065,0,Monoclinic,2,Monoclinic 2
CdTeMoO6,mp-555560,"[[0.0, 0.0, 0.0, 0.006, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.006, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.215]]",0.21538,2066,0,Orthorhombic,mm2,Orthorhombic mm2
Tl2ZnI4,mp-30532,"[[0.0, 0.0, 0.0, 0.004, 0.0, -0.13], [-0.159, -0.543, -0.159, 0.0, -0.054, 0.0], [0.0, 0.0, 0.0, -0.039, 0.0, -0.031]]",0.590053508688405,2067,0,Hexagonal,-6m2,Hexagonal -6m2
K2V3O8,mp-16787,"[[0.787, 0.246, 0.246, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.832], [0.0, 0.0, 0.0, 0.0, 0.832, 0.0]]",0.860525237747272,2068,0,Hexagonal,6,Hexagonal 6
LiHfPCO7,mp-754075,"[[0.0, 0.0, 0.0, 0.074, 0.0, 0.243], [0.157, 0.014, 0.021, 0.0, -0.004, 0.0], [0.0, 0.0, 0.0, -0.094, 0.0, 0.027]]",0.254335906583119,2069,0,Tetragonal,-42m,Tetragonal -42m
Ca5B3O9F,mp-6632,"[[0.305, 0.493, -0.066, 0.0, 0.176, 0.0], [0.0, 0.0, 0.0, 0.214, 0.0, 0.611], [0.234, 0.401, 0.13, 0.0, -0.035, 0.0]]",0.752834743210113,2070,0,Orthorhombic,mm2,Orthorhombic mm2
