formula_pretty,material_id,total,e_ij_max,track_id,index,crystal_system,point_group
Si(Sn3O4)2,mp-556100,"[[0.0, 0.0, 0.0, 0.0, 0.221, 0.0], [0.0, 0.0, 0.0, 0.221, 0.0, 0.0], [0.144, 0.144, -0.33, 0.0, 0.0, 0.0]]",0.3870771768007005,2684,0,Hexagonal,6mm
KNbO3,mp-4342,"[[0.0, 0.0, 0.0, 0.0, 0.379, 0.0], [0.0, 0.0, 0.0, 0.379, 0.0, 0.0], [-0.116, -0.116, 3.258, 0.0, 0.0, 0.0]]",3.26198338562599,2685,0,Tetragonal,4mm
SiO2,mp-556319,"[[-0.014, -0.009, -0.01, 0.185, -0.025, -0.016], [-0.002, -0.002, -0.012, 0.08, 0.028, -0.002], [-0.001, -0.068, -0.034, -0.011, 0.0, 0.015]]",0.20340428791700105,2686,0,Triclinic,1
K2S3,mp-7667,"[[0.013, -0.004, -0.208, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.018], [0.0, 0.0, 0.0, 0.0, -0.065, 0.0]]",0.20871861335975778,2687,0,Orthorhombic,mm2
Ba2CaSi4(BO7)2,mp-1019518,"[[0.0, 0.0, 0.0, 0.14, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.152, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.152]]",0.151525,2688,0,Tetragonal,-42m
SiO2,mp-555251,"[[0.0, 0.0, 0.0, 0.0, -0.036, 0.0], [0.0, 0.0, 0.0, -0.042, 0.0, 0.0], [-0.134, -0.21, 0.149, 0.0, 0.0, 0.0]]",0.2904111664519806,2689,0,Orthorhombic,mm2
FeOF,mp-758560,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.631], [0.503, 0.596, -0.895, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.737, 0.0, 0.0]]",1.1877260321303058,2690,0,Orthorhombic,mm2
K(SnSe2)2,mp-28769,"[[-0.13, 0.115, -0.094, 0.0, -0.164, 0.0], [0.0, 0.0, 0.0, -0.203, 0.0, -0.089], [-0.037, 0.041, -0.063, 0.0, -0.105, 0.0]]",0.2869754719054605,2691,0,Monoclinic,m
Rb2Na(NO3)3,mp-1020630,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.063], [-0.199, 0.071, -0.061, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 2.516, 0.0, 0.0]]",2.51551,2692,0,Orthorhombic,mm2
Mg2B24C,mp-568556,"[[0.0, 0.495, -0.495, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.61], [0.0, 0.0, 0.0, 0.0, -0.61, 0.0]]",0.7004175510365227,2693,0,Tetragonal,-42m
BeCN2,mp-15703,"[[0.0, 0.0, 0.0, 0.422, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.422, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.029]]",0.421820111991606,2694,0,Tetragonal,-42m
TaCu3(SeS)2,mp-1218032,"[[0.0, 0.0, 0.0, 0.0, -0.15, 0.0], [0.0, 0.0, 0.0, 0.157, 0.0, 0.0], [-0.132, 0.17, 0.018, 0.0, 0.0, 0.0]]",0.2158249021776681,2695,0,Orthorhombic,mm2
Na6MgO4,mp-753816,"[[0.0, 0.0, 0.0, 0.0, -0.07, 0.0], [0.0, 0.0, 0.0, -0.07, 0.0, 0.0], [-0.065, -0.065, 0.275, 0.0, 0.0, 0.0]]",0.29035293661335676,2696,0,Hexagonal,6mm
Li4TiS4,mp-861182,"[[0.0, 0.0, 0.0, -0.063, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.063, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.112]]",0.11193999999999998,2697,0,Tetragonal,-42m
IF7,mp-27988,"[[0.0, 0.0, 0.0, 0.0, 0.007, 0.0], [0.0, 0.0, 0.0, -0.005, 0.0, 0.0], [-0.001, -0.004, 0.008, 0.0, 0.0, 0.0]]",0.0095727262877227,2698,0,Orthorhombic,mm2
LiGaSe2,mp-11582,"[[0.0, 0.0, 0.0, 0.0, -0.078, 0.0], [0.0, 0.0, 0.0, -0.034, 0.0, 0.0], [-0.075, -0.087, 0.076, 0.0, 0.0, 0.0]]",0.1372621014701436,2699,0,Orthorhombic,mm2
VCu3O4,mp-510657,"[[0.0, 0.0, 0.0, 3.612, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 3.612, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.485]]",3.6117050000000006,2700,0,Tetragonal,-42m
LiNb(TeO4)3,mp-849223,"[[0.0, 0.0, 0.0, -0.055, 0.0, 0.053], [0.081, 0.211, 0.129, 0.0, 0.106, 0.0], [0.0, 0.0, 0.0, 0.244, 0.0, 0.102]]",0.28085951310219137,2701,0,Monoclinic,2
GaN,mp-830,"[[0.0, 0.0, 0.0, 0.125, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.125, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.125]]",0.12476806141345834,2702,0,Cubic,-43m
In5S5Br,mp-510347,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.062], [-0.271, -0.342, -0.052, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.014, 0.0, 0.0]]",0.4398612787004557,2703,0,Orthorhombic,mm2
BeO,mp-1778,"[[0.0, 0.0, 0.0, -0.094, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.094, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.094]]",0.09442862871129215,2704,0,Cubic,-43m
SrGaGeH,mp-978847,"[[0.0, 0.0, 0.0, 0.0, -0.204, 0.075], [0.075, -0.075, 0.0, -0.204, 0.0, 0.0], [0.24, 0.24, -0.115, 0.0, 0.0, 0.0]]",0.35832207341998906,2705,0,Trigonal,3m
Li5SbS,mp-767471,"[[0.0, 0.0, 0.0, -0.016, 0.0, -0.026], [0.012, 0.058, 0.022, 0.0, -0.022, 0.0], [0.0, 0.0, 0.0, 0.019, 0.0, 0.003]]",0.06656041194108128,2706,0,Monoclinic,2
Sn(PS3)2,mp-36381,"[[0.001, -0.001, 0.0, 0.114, -0.001, 0.036], [0.036, -0.036, 0.0, -0.001, -0.114, -0.001], [0.001, 0.001, -0.003, 0.0, 0.0, 0.0]]",0.12430723316104055,2707,0,Trigonal,3
Cs3Re2N5,mp-1118943,"[[0.073, 0.168, 0.168, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.046, 0.071], [0.0, 0.0, 0.0, 0.0, 0.071, 0.046]]",0.24793032630156395,2708,0,Tetragonal,4
Ca4Cl6O,mp-23326,"[[0.0, 0.0, 0.0, 0.0, 0.023, 0.0], [0.0, 0.0, 0.0, 0.023, 0.0, 0.0], [0.017, 0.017, -0.111, 0.0, 0.0, 0.0]]",0.11392402204978545,2709,0,Hexagonal,6mm
Cs2Se5,mp-541055,"[[0.0, 0.0, 0.0, -0.294, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.014, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.043]]",0.29362999999999995,2710,0,Orthorhombic,222
BPPbO5,mp-21266,"[[0.345, -0.345, 0.0, 0.062, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.062, -0.345], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.49137233762855226,2711,0,Trigonal,32
Na2Ca2(CO3)3,mp-557391,"[[-0.042, 0.165, 0.164, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.131], [0.0, 0.0, 0.0, 0.0, 0.127, 0.0]]",0.23592273438564576,2712,0,Orthorhombic,mm2
LaF3,mp-334,"[[0.0, 0.0, 0.0, 0.0, -0.241, 0.0], [0.0, 0.0, 0.0, -0.241, 0.0, 0.0], [-0.332, -0.332, -0.315, 0.0, 0.0, 0.0]]",0.5660555057589459,2713,0,Hexagonal,6mm
Li8SeN2,mp-973793,"[[0.0, 0.0, 0.0, 0.0, 0.597, 0.0], [0.0, 0.0, 0.0, 0.597, 0.0, 0.0], [0.288, 0.288, -0.163, 0.0, 0.0, 0.0]]",0.5970899999999999,2714,0,Tetragonal,4mm
Ge5Ir4,mp-541844,"[[0.0, 0.0, 0.0, 0.0, -3.558, 0.0], [0.0, 0.0, 0.0, 3.558, 0.0, 0.0], [-0.142, 0.142, 0.0, 0.0, 0.0, 0.0]]",3.558095,2715,0,Tetragonal,-42m
Li2FePO5,mp-757248,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.087], [-0.118, -0.47, -0.244, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.143, 0.0, 0.0]]",0.5429153942374447,2716,0,Orthorhombic,mm2
KAg2PS4,mp-12532,"[[0.0, 0.0, 0.0, -0.077, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.077, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.223]]",0.22334999999999994,2717,0,Tetragonal,-42m
Cr(PO3)3,mp-26910,"[[-0.086, 0.086, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.086], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.1216032746639462,2718,0,Hexagonal,-6m2
Pr4Se3O4,mp-30192,"[[0.0, 0.0, 0.0, 0.0, 0.0, -1.075], [-0.234, -0.023, 0.094, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.006, 0.0, 0.0]]",1.07536,2719,0,Orthorhombic,mm2
BAs,mp-984718,"[[0.0, 0.0, 0.0, 0.0, -0.053, 0.0], [0.0, 0.0, 0.0, -0.053, 0.0, 0.0], [-0.09, -0.09, 0.198, 0.0, 0.0, 0.0]]",0.23544707494467443,2720,0,Hexagonal,6mm
Li2AlNiO4,mp-756603,"[[-0.108, 0.013, 0.218, 0.0, 0.102, 0.0], [0.0, 0.0, 0.0, 0.043, 0.0, -0.07], [0.181, -0.037, -0.837, 0.0, 0.084, 0.0]]",0.8906812104686573,2721,0,Monoclinic,m
K3SbSe4,mp-8704,"[[0.0, 0.0, 0.0, 0.0, 0.14, -0.019], [-0.019, 0.019, 0.0, 0.14, 0.0, 0.0], [0.202, 0.202, -0.23, 0.0, 0.0, 0.0]]",0.3662607367811772,2722,0,Trigonal,3m
BaAg2GeSe4,mp-569790,"[[0.0, 0.0, 0.0, 0.079, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.039, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.056]]",0.07920999999999999,2723,0,Orthorhombic,222
Li7MnN4,mp-5515,"[[0.0, 0.0, 0.0, -0.015, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.015, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.015]]",0.01503666666666667,2724,0,Cubic,-43m
Rb6HgS4,mp-1190842,"[[0.0, 0.0, 0.0, 0.0, 0.045, 0.0], [0.0, 0.0, 0.0, 0.045, 0.0, 0.0], [0.085, 0.085, -0.236, 0.0, 0.0, 0.0]]",0.2650709984648147,2725,0,Hexagonal,6mm
In2HgTe4,mp-19765,"[[0.0, 0.0, 0.0, -0.1, -0.006, 0.0], [0.0, 0.0, 0.0, 0.006, -0.1, 0.0], [-0.027, 0.027, 0.0, 0.0, 0.0, -0.149]]",0.1539635844932171,2726,0,Tetragonal,-4
Li3VS4,mp-760375,"[[0.0, 0.0, 0.0, 0.071, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.071, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.071]]",0.07079333333333335,2727,0,Cubic,-43m
MgTlP(H6O5)2,mp-554894,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.638], [0.074, -0.59, -0.266, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.049, 0.0, 0.0]]",0.651154606065257,2728,0,Orthorhombic,mm2
TlClO4,mp-30530,"[[0.0, 0.0, 0.0, -0.197, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.197, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.197]]",0.19666059025361926,2729,0,Cubic,-43m
ZnCu2SiS4,mp-1189702,"[[0.029, -0.047, 0.032, 0.0, -0.386, 0.0], [0.0, 0.0, 0.0, -0.411, 0.0, -0.037], [-0.461, -0.403, 0.771, 0.0, 0.028, 0.0]]",0.9851161555292427,2730,0,Monoclinic,m
LiFeSiO4,mp-758499,"[[0.0, -0.035, 0.01, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.041], [0.0, 0.0, 0.0, 0.0, 0.071, 0.0]]",0.07104999999999999,2731,0,Orthorhombic,mm2
Na2PdSe2,mp-1078751,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.046], [-0.103, -0.023, -0.015, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.101, 0.0, 0.0]]",0.10630789669634255,2732,0,Orthorhombic,mm2
KNa(BH4)2,mp-571414,"[[0.0, 0.0, 0.0, 0.0, 0.127, -0.137], [-0.137, 0.137, 0.0, 0.127, 0.0, 0.0], [0.077, 0.077, -0.17, 0.0, 0.0, 0.0]]",0.2313075449628536,2733,0,Trigonal,3m
TiH2SO6,mp-505139,"[[0.0, 0.0, 0.0, -0.006, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.012, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -1.525]]",1.5253,2734,0,Orthorhombic,222
YFe(WO4)2,mp-1047490,"[[1.309, 0.693, 0.331, -0.075, 0.423, 1.322], [0.936, 0.346, 0.351, 0.404, 0.189, 1.172], [0.405, 0.572, 0.305, 0.166, 0.545, 0.056]]",2.6740515524775157,2735,0,Triclinic,1
Li3FeOF4,mp-754295,"[[-1.836, -22.348, -8.132, 0.0, -1.626, 0.0], [0.0, 0.0, 0.0, -0.004, 0.0, 0.008], [-0.126, -6.91, -2.16, 0.0, -0.312, 0.0]]",24.97627039222598,2736,0,Monoclinic,m
GaAgS2,mp-556916,"[[-0.215, 0.061, 0.204, 0.0, -0.006, 0.0], [0.0, 0.0, 0.0, 0.23, 0.0, 0.119], [0.158, 0.017, -0.078, 0.0, 0.017, 0.0]]",0.3449326371006708,2737,0,Monoclinic,m
H2S,mp-33024,"[[-0.002, 0.138, 0.003, 0.014, -0.049, -0.012], [-0.025, 0.117, 0.099, 0.296, -0.34, -0.066], [0.066, -0.062, 0.072, -0.076, 0.18, 0.015]]",0.5235772384278842,2738,0,Triclinic,1
Li3SbS4,mp-850275,"[[0.0, 0.0, 0.0, 0.005, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.005, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.005]]",0.005270000000000001,2739,0,Cubic,-43m
CaB4O7,mp-11000,"[[0.0, 0.0, 0.0, 0.0, 0.697, 0.0], [0.0, 0.0, 0.0, 0.779, 0.0, 0.0], [0.929, 1.201, 0.695, 0.0, 0.0, 0.0]]",1.6700031613443131,2740,0,Orthorhombic,mm2
CdSO4,mp-5679,"[[0.899, -0.68, 0.929, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.181], [0.0, 0.0, 0.0, 0.0, 0.142, 0.0]]",1.46085203898273,2741,0,Orthorhombic,mm2
SbH6CN3F4,mp-722866,"[[0.0, 0.0, 0.0, 0.132, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.003, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.347]]",0.34674999999999995,2742,0,Orthorhombic,222
Zr2P3H4NO12,mp-39770,"[[0.0, 0.0, 0.0, 0.0, 0.471, -0.178], [-0.178, 0.178, 0.0, 0.471, 0.0, 0.0], [0.231, 0.231, -0.016, 0.0, 0.0, 0.0]]",0.533997639437789,2743,0,Trigonal,3m
Cs2V5O13,mp-616573,"[[0.0, 0.0, 0.0, 0.0, 0.125, 0.0], [0.0, 0.0, 0.0, 0.125, 0.0, 0.0], [0.18, 0.18, 0.058, 0.0, 0.0, 0.0]]",0.2612616866285601,2744,0,Tetragonal,4mm
SrBPO5,mp-6486,"[[-0.207, 0.207, 0.0, -0.07, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.07, 0.207], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.3003652319104749,2745,0,Trigonal,32
Na4Al3Si3IO12,mp-23655,"[[0.0, 0.0, 0.0, 0.254, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.254, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.254]]",0.25354666666666675,2746,0,Cubic,-43m
Cs6Fe2O5,mp-1105876,"[[0.124, 0.05, 0.035, 0.0, 0.055, 0.0], [0.0, 0.0, 0.0, -0.022, 0.0, 0.041], [0.147, -0.021, 0.186, 0.0, -0.076, 0.0]]",0.2653732161273524,2747,0,Monoclinic,m
Ca(GdS2)2,mp-36358,"[[0.0, 0.0, 0.0, 0.452, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.452, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.369]]",0.45176783582339347,2748,0,Tetragonal,-42m
LiMn2(CO3)4,mp-752632,"[[-0.269, 0.228, 0.289, -0.232, 0.101, 0.432], [-1.393, 1.109, 1.812, -1.003, 0.125, 1.997], [0.395, -0.129, -0.297, 0.303, 0.02, -0.411]]",3.5200414826409756,2749,0,Triclinic,1
SiO2,mp-558200,"[[0.0, 0.0, 0.0, 0.0, 0.023, 0.0], [0.0, 0.0, 0.0, -0.023, 0.0, 0.0], [0.007, -0.007, 0.0, 0.0, 0.0, 0.0]]",0.023080000000000003,2750,0,Tetragonal,-42m
Na6P4W,mp-9007,"[[0.0, 0.0, 0.0, 0.0, -0.079, 0.0], [0.0, 0.0, 0.0, -0.079, 0.0, 0.0], [-0.092, -0.091, 0.418, 0.0, 0.0, 0.0]]",0.4380105838903899,2751,0,Hexagonal,6mm
H8PtO6,mp-626835,"[[0.218, -0.194, -0.168, 0.031, -0.043, -0.022], [-0.124, 0.003, 0.276, -0.179, -0.014, 0.085], [-0.149, -0.275, -0.187, 0.181, -0.073, -0.054]]",0.5335792421159653,2752,0,Triclinic,1
BaMnF4,mp-556850,"[[-0.362, -0.04, 0.066, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.452], [0.0, 0.0, 0.0, 0.0, 0.024, 0.0]]",1.4518299999999995,2753,0,Orthorhombic,mm2
NaH9O5,mp-505077,"[[0.0, 0.0, 0.0, 0.008, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.018]]",0.018019999999999998,2754,0,Orthorhombic,222
Na4BeAlSi4ClO12,mp-23151,"[[0.0, 0.0, 0.0, -0.162, -0.072, 0.0], [0.0, 0.0, 0.0, 0.072, -0.162, 0.0], [-0.089, 0.089, 0.0, 0.0, 0.0, -0.144]]",0.19133177624221243,2755,0,Tetragonal,-4
BeSiN2,mp-7913,"[[0.0, 0.0, 0.0, 0.0, 0.016, 0.0], [0.0, 0.0, 0.0, 0.027, 0.0, 0.0], [-0.132, -0.143, 0.348, 0.0, 0.0, 0.0]]",0.398786688594291,2756,0,Orthorhombic,mm2
RbFeO2,mp-768729,"[[0.0, 0.0, 0.0, -0.03, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.03, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.030270000000000002,2757,0,Tetragonal,422
GaClO,mp-1212662,"[[0.0, 0.0, 0.0, 0.0, 0.181, 0.0], [0.0, 0.0, 0.0, 0.069, 0.0, 0.0], [0.217, 0.095, -0.181, 0.0, 0.0, 0.0]]",0.29819029964101784,2758,0,Orthorhombic,mm2
NbCu3Se4,mp-4043,"[[0.0, 0.0, 0.0, 0.033, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.033, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.033]]",0.03306333333333333,2759,0,Cubic,-43m
Na4Sr(SiO3)3,mp-559773,"[[0.0, 0.0, 0.0, 0.428, 0.0, 1.012], [0.946, -1.128, -0.015, 0.0, -0.508, 0.0], [0.0, 0.0, 0.0, -0.131, 0.0, -0.171]]",1.5575887089198368,2760,0,Trigonal,2
NbVO4,mp-753679,"[[0.0, 0.0, 0.0, 0.0, 0.028, 0.0], [0.0, 0.0, 0.0, -0.226, 0.0, 0.0], [-1.649, 2.918, 2.942, 0.0, 0.0, 0.0]]",4.460237795431987,2761,0,Orthorhombic,mm2
Ag3PO4,mp-1229128,"[[0.0, 0.0, 0.0, 0.0, -0.107, 0.486], [0.486, -0.486, 0.0, -0.107, 0.0, 0.0], [-0.631, -0.631, -0.837, 0.0, 0.0, 0.0]]",1.2241576317615317,2762,0,Trigonal,3m
Li2VO2F,mp-777778,"[[0.0, 0.0, 0.0, 0.104, 0.0, 0.119], [0.05, 0.215, -0.172, 0.0, 0.079, 0.0], [0.0, 0.0, 0.0, -0.047, 0.0, 0.085]]",0.29085865248801346,2763,0,Monoclinic,2
Ag2Se,mp-754954,"[[0.0, 0.0, 0.0, -0.118, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.531, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.005]]",0.5308200000000001,2764,0,Orthorhombic,222
Rb2PbO3,mp-21489,"[[0.0, 0.0, 0.0, 0.0, -0.09, 0.0], [0.0, 0.0, 0.0, 0.048, 0.0, 0.0], [-2.781, 1.927, 0.134, 0.0, 0.0, 0.0]]",3.386161860248265,2765,0,Orthorhombic,mm2
Te,mp-19,"[[-1.507, 1.507, 0.0, -0.547, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.547, 1.507], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",2.2004377330800575,2766,0,Trigonal,32
Na6ZnO4,mp-7664,"[[0.0, 0.0, 0.0, 0.0, -0.12, 0.0], [0.0, 0.0, 0.0, -0.12, 0.0, 0.0], [-0.089, -0.089, 0.222, 0.0, 0.0, 0.0]]",0.2549078533509713,2767,0,Hexagonal,6mm
MnPO4,mp-756668,"[[-0.406, -0.39, 0.663, 0.0, 0.036, 0.0], [0.0, 0.0, 0.0, 0.257, 0.0, 0.117], [-0.612, 0.028, 0.274, 0.0, -0.195, 0.0]]",1.028363806782207,2768,0,Monoclinic,m
Hg3(SCl)2,mp-23418,"[[0.0, 0.0, 0.0, 0.35, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.35, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.35]]",0.3504470897292735,2769,0,Cubic,23
H8PtO6,mp-625112,"[[-1.911, -2.468, -0.902, -1.466, 2.087, 1.886], [1.872, 2.3, 1.165, 1.223, -1.977, -1.622], [2.672, 3.164, 0.757, 2.527, -2.998, -2.298]]",8.753334656551651,2770,0,Triclinic,1
Ga2TeS2,mp-27255,"[[0.0, 0.0, 0.0, 0.0, 0.087, 0.0], [0.0, 0.0, 0.0, 0.087, 0.0, 0.0], [-0.134, -0.134, 0.047, 0.0, 0.0, 0.0]]",0.19565543139704714,2771,0,Tetragonal,4mm
LiSiBO4,mp-8874,"[[0.0, 0.0, 0.0, -0.132, 0.171, 0.0], [0.0, 0.0, 0.0, -0.171, -0.132, 0.0], [0.029, -0.029, 0.0, 0.0, 0.0, -0.412]]",0.41399675379162093,2772,0,Tetragonal,-4
Mn(CuCl2)2,mp-34328,"[[0.698, 0.214, 0.024, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.16], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1.16023,2773,0,Orthorhombic,mm2
Nb3SBr7,mp-29057,"[[0.0, 0.0, 0.0, 0.0, 0.054, 0.109], [0.109, -0.109, 0.0, 0.054, 0.0, 0.0], [-0.042, -0.042, 0.15, 0.0, 0.0, 0.0]]",0.16255298632612022,2774,0,Trigonal,3m
TaVO4,mp-755190,"[[0.105, -0.05, -0.05, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.2], [0.0, 0.0, 0.0, 0.0, 0.2, 0.0]]",0.20017999999999997,2775,0,Tetragonal,4mm
Li6AsS5I,mp-1222482,"[[0.389, -0.077, -0.35, -0.017, 0.064, -0.243], [-0.252, 0.455, -0.24, -0.114, -0.025, -0.03], [0.104, -0.129, 0.109, -0.252, -0.355, -0.015]]",0.633834468586573,2776,0,Triclinic,1
S(ClO)2,mp-28405,"[[0.0, 0.0, 0.0, 0.0, -0.231, 0.0], [0.0, 0.0, 0.0, -0.079, 0.0, 0.0], [0.035, 0.054, -0.024, 0.0, 0.0, 0.0]]",0.2307550761225645,2777,0,Orthorhombic,mm2
NaH9O5,mp-625501,"[[-0.021, 0.148, 0.071, 0.12, 0.038, 0.059], [-0.001, -0.015, 0.026, -0.002, 0.027, 0.056], [-0.011, 0.029, 0.063, 0.031, 0.048, 0.077]]",0.23692265630093912,2778,0,Triclinic,1
Na2Sn2O3,mp-761872,"[[0.0, 0.0, 0.0, 0.081, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.081, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.081]]",0.08067,2779,0,Cubic,23
Cs5Te3H4NCl18,mp-682548,"[[0.0, 0.0, 0.0, 0.0, 0.34, -0.484], [-0.484, 0.484, 0.0, 0.34, 0.0, 0.0], [0.072, 0.072, -0.164, 0.0, 0.0, 0.0]]",0.7637366296609075,2780,0,Trigonal,3m
Te,mp-567313,"[[-1.233, 1.233, 0.0, 0.243, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.243, 1.233], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1.7606235861414314,2781,0,Trigonal,32
Zr4MnO9,mp-763464,"[[-0.117, 1.093, -0.504, -0.289, 0.601, 1.22], [0.459, 0.112, -0.701, 0.534, -0.499, 0.6], [0.263, 0.476, -0.421, -0.299, -0.15, -0.706]]",1.9102586160037127,2782,0,Triclinic,1
LiInSe2,mp-20310,"[[0.0, 0.0, 0.0, 0.0, 0.103, 0.0], [0.0, 0.0, 0.0, 0.067, 0.0, 0.0], [0.091, 0.105, -0.178, 0.0, 0.0, 0.0]]",0.22563987059028373,2783,0,Orthorhombic,mm2
BaLiAs,mp-10616,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.351], [-0.351, 0.351, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.49695463770668413,2784,0,Hexagonal,-6m2
VFeSbO6,mp-1216330,"[[0.0, 0.0, 0.0, 0.0, 0.038, 0.0], [0.0, 0.0, 0.0, 0.038, 0.0, 0.0], [0.133, 0.133, 0.25, 0.0, 0.0, 0.0]]",0.3125827252104633,2785,0,Tetragonal,4mm
S2N,mp-2565,"[[-0.013, -0.039, -0.039, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.049], [0.0, 0.0, 0.0, 0.0, -0.049, 0.0]]",0.05735393796418865,2786,0,Tetragonal,4mm
BBr,mp-685043,"[[-0.006, 0.027, 0.026, 0.031, 0.026, -0.013], [-0.011, -0.03, 0.002, -0.008, -0.013, -0.007], [0.015, -0.013, -0.05, -0.041, -0.02, 0.006]]",0.08999025039859365,2787,0,Triclinic,1
BaGa2SiS6,mp-1227993,"[[0.089, -0.349, 0.262, -0.286, -0.481, -0.062], [-0.007, -0.31, -0.379, -0.234, -0.307, -0.404], [-0.379, -0.162, -0.117, -0.425, 0.114, -0.298]]",0.9675618246639702,2788,0,Triclinic,1
